objectid,filename,title,format,interpretation,creator,findingaid,date,date_expanded,category,subject,url,speaker,pageref,citedtext,rights,rightsstatement
57,bard.jpeg,The Bard,image/jpeg,"""Lion-port"" or ""lyon-port"" as it appears in Thomas Gray's ode entails a boldness of demeanor. The entire line that features the phrase reads as follows: “Her eye proclaims her of the Briton-Line; / Her lyon-port, her awe-commanding face, / Attemper’d sweet to virgin-grace.” Given the conveyance of the term here, one can assume Lady Delacour recites Harriot Freke's descriptor verbatim; which might explain why the allusion is so poorly rendered. On a surface level there are similarities in Lady Delacour being English, and the phrasing is likely evocative of Freke's attempt at flattery by elevating her friend's sense of courage--but Lady Delacour mentions on several occasions just how rattled and nervous she was about participating in the duel as the time drew near. This disharmony between them as friends, and what was probably Freke entirely ignoring the signs of Lady Delacour's dismay and unperturbed encouragement of the dangerous duel, signal that in all likelihood Freke never considered Lady Delacour a friend in the true sense of the term. And in accordance, Freke does not understand the gravity by which the ode constructs the image of a figure at once bold and yielding, which does paradoxically reflect Lady Delacour's reformation towards the end of the novel in some ways.",Thomas Gray,"This description can be found in canto 3 verse 2 of ode two, at the bottom of page 19.",1757,1757,Poetry,Contemporary Works; Literary Culture; Ode,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99118047710001021,Lady Delacour; Harriot Freke,51,"""'Harriot was in admiration of my ""lion-port:"" to do her justice, she conducted herself with great coolness upon the occasion; but then it may be observed, that it was I who was to stand to fire, and not she.'""",,
58,horace.jpeg,"The Satires, Epistles, and Art of Poetry of Horace Translated into English Prose",image/jpeg,"With reference to Horace's insistence in the primary source that tragedy and comedy must remain disparate literary approaches, Lady Delacour contradicts this standard maxim. Her invocation of tragicomedy being the reflection of a ""true representation of what passes in the world"" does perhaps signal Edgeworth's conviction that formal realism must include both to achieve a convincing sense of the genre, as this particular novel is distinctive in its capacity--and arguably Lady Delacour's versatile expression--of both.",Horace; ?,"Evidence of Horace's conviction can be found on page 498: “Thus it is certain, that Tragick Verse ought not to be used in Comedy, nor Comick in Tragedy.”",1743,1743,Prose fiction; Poetry; Non-fiction,Literary Culture; Classics; Translation; Global Literature; Satire,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99121362910001021,Lady Delacour,53,"""'Life is a tragicomedy!--Though the critics will allow no such thing in their books, it is a true representation of what passes in the world; and of all lives, mine has been the most grotesque mixture, or alternation, I should say, of tragedy and comedy.'""",,
59,iliad.jpeg,Iliad,image/jpeg,"In Homer's Iliad, the volume of Hera's invigorating battle cry to the Greek soldiers is described as follows: ""And shouts, in Stentor’s sounding Voice, aloud : / Stentor the strong, endu’d with Brazen Lungs, / Whose Throat surpas’d the Force of fifty Tongues."" This might be the scene invoked in Harriot Freke's ear-splitting attempt to get Clarence's attention in the midst of his pig herding, and perhaps foreshadows his subsequent attempt to frame his tomfoolery as a battle for English patriotism akin to the classical glory invoked by this epic.",Homer; Alexander Pope,"The aforementioned scene can be found in volume 2, book 5 of Alexander Pope's translation of the Iliad, specifically pages 61-62, lines 977-979.",1715,1715-1720,Poetry,Contemporary Works; Literary Culture; Translation; Epic; Global Literature; Classics,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99123604190001021,Lady Delacour,54,"""'Harriot Freke shouted in a Stentorean voice, which actually made your pig-driver start: she explained to him in French our distress, and the cause of it.'""",,
60,rrf.jpeg,Reflections on the Revolution in France,image/jpeg,"Lady Delacour's invocation of Burke's letters reflect his perturbation that in the wake of the revolution in France, learning would be cast by the wayside and ultimately dissolve into a fraction of what it once was, at the time supported by the nobility and the clergy. ""The swinish multitude"" operates on two disparate levels. The first--surface level--interpretation could be in line with Lady Delacour's sense of raillery, in that she is building on the humorous intervention by Clarence herding his pigs as a distraction, that she calls the angry mob that tried to pursue the two female duelists ""swinish"" by extension to continue this pattern. The second is perhaps a larger social commentary on Edgeworth's part: the ""swinish multitude"" in this scene feature a number of countrymen diverted from their outrage with a female duel on the basis of ensuring Clarence's victory against a French officer herding turkeys in a race against him. The readiness with which these individuals rally to such a ridiculous cause in the name of patriotism speaks potential volumes on Edgeworth's opinions regarding any conflict between the two nations, or any conflict engaged on the basis of patriotism.",Edmund Burke,"Burke's writings reflect the phrase mentioned by Lady Delacour on page 117, and the section reads as follows: “Happy if learning, not debauched by ambition, had been satisfied to continue the instructor, and not aspired to be the master! Along with its natural protectors and guardians, learning will be cast into the mire, and trodden down under the hoofs of the swinish multitude.”",1790,1790,Non-fiction; Correspondence,Contemporary Works; Literary Culture; Global Literature,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99137357710001021,Lady Delacour,55,"""'Our general (Clarence) shook the rattling bladder in triumph, over the heads of ""the swinish multitude,"" as we followed in perfect scrutiny in his train into the town.'""",,
61,manor.jpeg,The Old Manor House,image/jpeg,"The sentimental novel was a genre of fiction during the time of Edgeworth's writing, and the effusive feeling by which inhabitants of the English countryside are characterized in works like the primary source are dismissed as excessive and unrealistic by Lady Delacour in this moment. What is worthy of note is that, while Lady Delacour makes this remark, towards the end of the novel she openly acknowledges Belinda as her deliverer from her dissipation, expresses that she owes a debt to Belinda that she can never repay, and ends up in an ironic twist of fate reflecting part of the trope she once denigrated as ridiculous and unworthy of her attention.",Charlotte Smith,The link provided offers a digitized copy of the primary source.,1793,1793,Novel,Contemporary Works; Literary Culture; Sentimental,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99115236160001021,Lady Delacour,56,"""'If I had lived in the country, in an old manor house, Clarence Hervey would have doubtless reigned paramount in my imagination, as the deliverer of my life, &c. But in London one has no time for thinking of deliverers.'""",,
62,countfathom.jpeg,The Adventures of Ferdinand Count Fathom,image/jpeg,"The notion of a character's ""history"" entailed a literary device common to romance in which a narrative would have this character (or the narration) recite the details of their upbringing for the reader to provide direct context as to their origins, which might inform their fate for the rest of the novel with adherence to common tropes attributed to the genre. Here, Lady Delacour is invoking the same sense of storytelling in a way that becomes metatextual: she speaks of reciting her personal history, while Edgeworth writes her reciting her personal history within the novel with the express intent of establishing her as the reformed rake of this story. The primary source references this literary tradition with a satirical bent, similar to the way Lady Delacour mimics the phrase couched in her characteristic raillery: “Some sage observations that naturally introduce our important history.”",Tobias Smollett,"Lady Delacour's remark is echoed in the epigraph to the first chapter of this novel, which reads: “Some sage observations that naturally introduce our important history.”",1753,1753,Novel,Contemporary Works; Literary Culture; Satire,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99120450470001021,Lady Delacour,58,"""'Pray, when you write, repeat the same thing to her, and tell her, that since she has introduced Belinda Portman to me, I am a hundred times more obliged to her than ever I was before.--But to proceed with my important history.'""",,
63,treatise.jpeg,Treatise on Polite Conversation,image/jpeg,"Originially written with the intent to satirize the speech patterns and fixation on genteel conversation among the upper classes, Lady Delacour's invocation of the phrase here is somewhat contradictory; it is clear she refers to Lord Delacour's unconcealed displeasure with her social performances and banter with Clarence Hervey, which would hardly constitute the standard assumption by which the phrase ""polite conversation"" had taken to mean by this time. That being said, she certainly does take on the mocking tenor that this primary source--and many following in the same strain--emit.",Jonathan Swift,"With reference to the title of this primary source, which declares itself a treatise on the 'polite conversation' Lady Delacour addresses with much contempt.",1738,1738,Prose fiction,Literary Culture; Current Events; Satire,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99100919590001021,Lady Delacour,59,"""'So I am surprised--but habit, fashion, the devil, I believe, leads us on--and then, lord Delacour is so obstinate and jealous--you can't have forgotten the polite conversation that passed one morning at breakfast between his lordship and me, about Clarence Hervey--but neither does his lordship know, nor does Clarence Hervey suspect, that my object with him is to conceal from the world, what I cannot conceal from myself, that I am a dying woman.'""",,
64,widow.jpeg,The Irish Widow,image/jpeg,"This primary source was a famous play that featured an actress (then Mrs. Barry) in a breeches role, which was essentially a character played by a woman who dressed as a man for part of the performance. In it, the widow Brady attempts to ward off her suitor by behaving outrageously, which subsequently leads to her pretending to be her own brother when her initial attempt does not succeed. This introduction to Harriot Freke as a character perhaps signals the inherent duplicity by which she operates and deceives Lady Delacour, in that she too behaves outrageously to insist upon complete social adherence to her determination of fashion and dresses as a man to achieve her more malicious aims in the same vein. The fact that Lady Delacour cannot immediately find her at the masquerade when she is introduced into the narrative may yet be another form of foreshadowing; Harriot Freke is always operating behind the scenes with ill intent, and she is hardly ever physically present unless her machinations cannot be achieved from afar.",David Garrick,The link provided offers a digitized copy of the primary source.,1772,1772,Play,Theater; Contemporary Works; Comedy,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99110468160001021,Lady Delacour; Harriot Freke,62,"""'I waited, and waited, and looked every where for Harriot--she was to be the widow Brady, I knew--At last the widow Brady made her appearance, and I accosted her with all my usual familiarity.'""",,
65,amyntor.jpeg,"Amyntor and Theodora, or, The Hermit",image/jpeg,"Lady Dealcour's allusion here is perhaps more apt than might appear at first glance, as it is attributed to the first Canto, The Hermit, in which Aurelius is a solitary figure at what feels like the edge of the world by a body of water. While Belinda naturally is not quite so remote--being in the bustle of London--there is something to be said for how out of place Lady Delacour's account of her own life likely made her feel. Belinda at this point in the novel is still very new to fashionable society, and therefore has little concept of the extravagances and vanity that pervades this particular social space. Belinda's ruminations in the next few pages truly are sweet and bitter, filled with sympathy for her dissipated chaperone but also grim with regard to her desire to steer clear of the same dangers within her own life.",David Mallet,"The phrase referenced by Lady Delacour is in Canto I, from lines 152-153.",1747,1747,Poetry,Contemporary Works; Literary Culture,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99122117680001021,Lady Delacour,62,"""'Good bye, my dear Belinda; I leave you to ruminate sweet and bitter thoughts--to think of the last speech and confession of lady Delacour, or, what will interest you much more, the first speech and confession of--Clarence Hervey.'""",,
66,emma.jpeg,Emma,image/jpeg,"While this particular reference is to a work decades after Belinda was published, it offers a coherent extrapolation of Belinda's financial marriage prospects to improve the reader's understanding of that period and the expectations by which a marriage might be agreed upon. For the sake of comparison, in Jane Austen's novel Emma, Augusta Hawkins has a fortune of about 10,000 pounds to support her, and this establishes her as a suitable match for the country clergyman Mr.Elton (472). Belinda, by contrast, only has 2,000 pounds to offer the man who marries her.",Jane Austen,"The marriage established between Augusta Hawkins and Mr. Elton can be found in volume 2, chapter 4--spanning pages 62-63 in the primary source document.",1815,1815,Novel,Contemporary Works; Literary Culture,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99134255120001021,Narrator,64,"""It was Belinda's intention, in pursuance of her new plans of life, to spend whilst she remained in London, as little money as possible upon superfluities and dress.--She had, at her own disposal, only 100l. per annum, the interest of her fortune, but beside this, her aunt, who was desirous that she should go to court, and make a splendid figure there, had sent her a draught on her banker for two hundred guineas.""",,
67,fablesfs.jpeg,Fables for the Female Sex,image/jpeg,"Here Lady Delacour references the fable ""The Spider and the Bee"", which essentially seeks to posit simplicity (as it was understood in that time) and modesty above coquetry and vanity. While this surface level interpretation does prove contradictory to Lady Delacour's argument in the context of that moment in the novel, this evocation of the primary source can be said to operate on two levels. First, revealing Lady Delacour's future capacity for reformation--in that she is capable of seeing what is valuable about moral texts, but inevitably applies them incorrectly or misattributes them--confused by her own vanity. The precise passage cited in Moore's fable is the following: “When Celia struts in man’s attire, / She shews too much to raise desire, / But from the hoop’s bewitching round, / Her very shoe has the pow’r to wound.” While there is a clear emphasis on the importance of modesty, there is also mention of how men's attire is unfavorable on women due to its revealing nature. This is particularly interesting with regard to several characters that costume themselves in either hoops instead of men's attire (Clarence) or men's attire instead of hoops (Harriot Freke). One can extrapolate that, Clarence's ability to disguise himself convincingly in a hoop may speak to his capacity for modesty despite his playful social banter with Lady Delacour, which is proven true towards the end of the novel. Furthermore, Harriot Freke is unbecoming in men's attire because of her self-serving vanity on unremitting display when she is costumed that way; she is revealed to be lacking in simplicity or modesty. In Lady Delacour's apt words, men's attire reveals her to be a woman without honor (the way an honorable woman was understood in this particular time). While it is a minute detail, one can also how Clarence embodies the bee at the end of the fable, in that he deems Mrs. Stanhope and her nieces to be the calculating spider seeking to ensnare him into marriage on false pretenses in order to take advantage of his fortune and social standing. Belinda, naturally, can be personified in the reserved rose guarded with thorns (e.g. prudence) that does not deal in artifice or vain displays.",Edward Moore,"This reference is in the primary source under Fable 10 entitled ""The Spider and the Bee"", which spans pages 45-47.",1744,1744,Story Collection,Contemporary Works; Literary Culture; Moral,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99124016360001021,Lady Delacour,65,"""'Perhaps all this time you have taken it into your head, that full dress will not become you; but I assure you that it will--you look well in any thing--""But from the hoop's bewitching round, / The very shoe has power to wound."" So come down to Mrs. Franks, and order your birthnight dress like a reasonable creature.'""",,
68,camilla.jpeg,Camilla,image/jpeg,"With reference to France Burney's novel, Camilla, in which a Mrs. Mitten/Mittin deceives the titular young lady of the text into buying more fashionable items than she can afford. Lady Delacour's allusion here is in line with her usual raillery, as Belinda is reluctant to spend any excessive sum on her birthnight dress, and sighs when Lady Delacour insists upon commissioning a second dress for the following week when visitors would be invited into the drawing-room for Belinda to be presented. The contrast, naturally, is that Lady Delacour has no intention of endangering or manipulating Belinda into spending more than she can manage-but there is something to be said for Belinda's caution here being more reasonable than might be understood at a glance. Given her funds only amounted to about 2,000 pounds--which would subsequently become her husband's upon marrying--this was considerably low in terms of her viability as a good financial marital prospect. For the sake of comparison, in Jane Austen's novel Emma, Augusta Hawkins has a fortune of about 10,000 pounds to support her, and this establishes her as a suitable match for the country clergyman Mr.Elton (472).",Francis Burney,"The first mentions of this manipulation my Mrs.Mitten/Mitten can be found in volume 3, starting on page 288.",1796,1796,Novel,Contemporary Works; Literary Culture; Moral,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99114249080001021,Lady Delacour,66,"""Mrs.Franks departed, and Belinda sighed.--'A silver penny for your thoughts!' cried lady Delacour--'You are thinking that you are like Camilla, and I like Mrs. Mitten--novel reading, as I dare say you have been told by your governess, as I was told by mine, and she by hers, I suppose--novel reading for young ladies is the most dangerous--O Clarence Hervey, I protest!'""",,
69,mirror.jpeg,"The Mirror of the Graces; or, the English Lady's Costume",image/jpeg,"The ability to play an instrument was aligned with the social expectations of a genteel young woman, and would often be cited as a vital way to display their charm and invite attraction. The primary source maintains that ""simplicity [is] to be the principle...Let [a woman's] attitude at the piano, or the harp, be easy and graceful"", thus Lady Delacour means to show Clarence Belinda's resulting ""elegant flow of figure"" while playing the harp. (Simplicity as it is used here is different from the modern meaning, and entails being able to play with a natural and effortless capacity.) Lady Delacour's raillery and attempt to persuade Belinda to play is one of countless instances by which she tries to bring Belinda and Clarence together as a couple.",?,"Lady Delacour's reference to this guide on cultivating genteel appeal emphasizes her status as a London lady of fashion, and the passage that is closely related to her suggestion to play the harp is featured on pages 194-195. Another relevant remark within the primary source includes the following instructions as to how a woman is to present herself in order to maximize her beauty: “The turn and polish of a beautiful hand and arm, the richly-slippered and well-made foot on the pedal stops, the gentle motion of a lovely neck, and, above all, the sweetly tempered expression of an intelligent countenance; these are shown at one glance, when the fair performer is seated unaffectedly, yet gracefully, at the harp.”",1811,1811,Non-fiction,Contemporary Works; Literary Culture; Domestic Life; Matrimony,https://books.google.com/books/about/The_Mirror_of_the_Graces_Or_The_English.html?id=5CkwAAAAYAAJ,Lady Delacour,66,"""'Now he has just given me his word, that he will not reproach me again for a month to come, if you will favor us with one air.--I assure you Clarence, that Belinda touches a harp divinely--she would absolutely charm.' 'Your ladyship should not waste such valuable praise,' interrupted Belinda.--'Do you forget, that Belinda Portman and her accomplishments have already been as well advertised as Packwood's razor strops?'""",,
70,zaire.jpeg,"Zaïre, The Tragedy of Zara",image/jpeg,"The line referenced by Lady Delacour is a clever allusion to Osman's infatuated cries as he approaches Zara in conversation with one of her brothers, and beckons her join him and eventually marry him. Given it was Clarence looking for Belinda, this was likely an intentional suggestion by Lady Delacour--and arguably Edgeworth--of their eventual marital union. One may note, however, that this play was a tragedy; but the circumstances that drive the lovers apart are based in religious differences and jealousy, not necessarily a lack of compatibilty or happiness. Clarence later proves impervious to jealousy in his focus on ensuring Belinda's happiness--even if it cannot be shared with him--and they are both compatible in terms of class and cultural origin, which in some ways is suggested to be part of the reason Mr.Vincent's engagement to Belinda is dissolved. In this metatextual way, Mr.Vincent is again like a hero/romantic love interest in literature, but not compatible in terms of realistic expectations and thus diametrically opposed to Clarence's virtuous and civilized appeal.",Voltaire; Aaron Hill,"This line is found in Act 3 scene 1, in the middle of page 24 of this primary source.",1736,1736,Play,Theater; Contemporary Works; Literary Culture; Tragedy,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99109204840001021,Lady Delacour,67,"""'But where is [Belinda]?' 'Not at home,' said Clarence smiling.--'O, not at home is nonsense, you know. Shine out, appear, be found, my lovely Zara!' cried lady Delacour, opening the library door.""",,
71,meditations.jpeg,Meditations among the Tombs: In a Letter to a Lady,image/jpeg,"In this passage, Belinda has elected to turn Clarence away from her company with the claim that was sometimes made when a person's presence was not welcome in an abode, in which the individual who answered the door would claim that they were not home. Lady Delacour, fully aware of Belinda's discomfort with the razor strop remark, leads Clarence to the library where Belinda is often found reading studiously. The serious gravity by which Belinda was likely reading moral/instructive texts is reflected in Lady Delacour's selection of Meditations Among the Tombs as the most probable title subject to Belinda's persual. It is a text that concerns itself primarily with inculcating virtue and unwavering spiritual faith in its readership, often through the lens of one's own mortality.",James Hervey,"For a sense of the contents of this two hundred page treatise, the opening lines of this primary source are: “These Reflections, the One on the deepest, the Other on the gayest Scenes of Nature, when they proceeded privately from the Pen, were addressed to a Lady of the most valuable Endowments: Who crowned all her other endearing Qualities by a cordial Love of Christ and an exemplary Conformity to his Divine Pattern.”",1746,1746,Non-fiction,Contemporary Works; Literary Culture; Moral; Treatise,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99120411260001021,Lady Delacour,67,"""'Here she is--what doing I know not--studying Hervey's Meditations on the Tombs I should guess, by the sanctification of her looks.'""",,
72,stevens.jpeg,Lecture on Heads,image/jpeg,"George Alexander Stevens' original Lecture on Heads was an hours long iteration of theatrical satire, in which he would identify various societal ""types"" and perform the associated stereotypes associated with them. The result of this initial resounding success was countless spinoffs in the same spirit, often with different ""types""/topics of relevance, which Lady Delacour evokes here with a proposed Lecture on Hoops. While this serves to highlight Lady Delacour's penchant for raillery (in the satirical spirit of the times), it was likely also a comment on the fact that hoops were by 1800 fashionably obsolete, but necessary for proper court appearances. The performativity of this aspect of feminine life was considerable, given the difficulty hoops posed to walking despite aesthetic appeal. This chapter, perhaps, on a grander scale seeks to convey a sense that being a woman in high society London was much more complex than simply wearing a hoop (as Clarence does), as these lectures often reduced the individuals it portrayed in its aim to satirize.",George Alexander Stevens,"The link provided offers a digitized copy of the transcribed Lecture on Heads, as presented by George Alexander Stevens. For further information/reading on this multimodal primary source, please consult George Alexander Stevens and The Lecture on Heads, written by Gerald Kahan, published in 1984.",1764,1764,Lecture,Theater; Current Events; Contemporary Works; Satire,https://archive.org/details/bim_eighteenth-century_the-celebrated-lecture-o_stevens-george-alexande_1765_0/mode/2up,Lady Delacour,67,"""'If you be not totally above all sublunary considerations, admire my lilies of the valley--and let me give you a lecture, not upon heads--or upon hearts--but on what is of much more consequence, upon hoops.--Every body wears hoops, but how few--'tis a melancholy consideration!--how very few can manage them.'""",,
73,grignan.jpeg,Letters from the Marchioness de Sevigne to her Daughter the Countess de Grignan,image/jpeg,"The Countess de Pomenars is an entirely fabricated person, imagined here by Lady Delacour as a means of introducing (and subsequently concealing) Clarence's identity when he enters the drawing room. A related figure who may bear some resemblance in name is the Marquis de Pomenars, mentioned in a collection of letters by the Marquise de Sevigne published in the first half of the eighteenth century. Perhaps the greatest alignment between this comparison is the wit inherent in this collection of letters (the same courtesy of Lady Delacour in this altered usage), and the emulation of the same exasperation and absurdity inherent in the strange performance that would constitute Clarence wearing a hoop. This scene is likely a greater statement on Clarence's versatile ability to adapt to any social situation, which acts both to his benefit and detriment.",Marquise de Sevigne,"There are several mentions of Pomenars in this collection of volumes, but among the most notable is on page 16 in volume 2: “In short, I never saw any thing so mad-headed as Pomenars.”",1764,1764,Correspondence,Global Literature; Literary Culture; Translation,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99118435890001021,Lady Delacour,68,"""When Clarence Hervey was announced, by the title of--'The countess de Pomenars'. 'An emigree--a charming woman!' whispered lady Delacour--'She was to have been at the drawing-room to day, but for a blunder of mine; ready dressed she was, and I didn't call for her!'""",,
74,lock.jpeg,The Rape of the Lock,image/jpeg,"The 'glittering forfex' referred to here means a pair of scissors, which were used to remove a lock of hair from the main character of the same name, Belinda, by her suitor. As this novel was based in some measure on this poem by Pope, this line is likely satirical; the novel's Belinda was in no such danger of indelicacy the same way the woman of the poem was. That being said, the original poem in and of itself was an exaggeration of a real life event based in the classical literary tradition--and therefore suggests that Belinda's subsequent retreat was one based in appropriate conduct of the time, even if she was in no actual danger of personal invasion.",Alexander Pope,"This line is featured in the final pages of Canto 3, on page 27 of this primary source.",1714,1714,Poetry,Contemporary Works; Literary Culture; Epic; Satire,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99117846300001021,Narrator,70,"""Fortunately for Belinda, 'the glittering forfex' was not immediately produced, as fine ladies do not now, as in former times, carry any such useless implements about with them.""",,
75,comus.jpeg,Comus,image/jpeg,"Despite Lady Delacour's persistent raillery, Belinda show little to no discomposure after her guardian lets down her hair for Clarence to behold--and insists on cutting part of it for him to have as a keepsake. This has explicit romantic overtones, and yet throughout the course of these events Belinda--though taken by surprise--merely retreats from the situation quietly in accordance with her guiding precept of prudence above all else. Of particular note in the reference made here is ""unblench'd"", which can mean undismayed/unflinching or it can mean untarnished. Both definitions have merit here, in that Lady Delacour is commenting both on Belinda's unflinching composure throughout her attempts to judge whether or not Belinda has any interest in Clarence, but also on the nature of her unchanged by the notion of romantic love in any form. More time proves that Belinda likely feels a great deal for Clarence, which Lady Delacour discovers and draws out over the final chapters of the novel. Furthermore, in the context of the primary source, this invulnerability to romantic overtures--labeled chastity--is characterized as an armor akin to steel, which takes on significant meaning towards the end of this book. Largely because Lady Delacour comments on the fact that, while Belinda is guarded in a way that benefits her socially and in attempts at courtship, it is a heavy armor that also hinders her ability to honestly acknowledge and follow her own feelings (293-294).",John Milton; Henry John Todd,"The phrase Lady Delacour mentions here is line 430 in this primary source document, featured on page 66.",1798,1798,Poetry,Literary Culture; Masque,https://hdl.handle.net/2027/nyp.33433057515466,Lady Delacour,70,"""Such was the modest, graceful dignity of miss Portman's manners, that she escaped without even the charge of prudery--She retired to her own apartment as soon as she could. 'She passes on in ""unblenched majesty""'--said lady Delacour.""",,
76,ssc.jpeg,She Stoops to Conquer,image/jpeg,"Another instance of Lady Delacour's sense of raillery, Lady Delacour here is speaking to the differences by which the phrase tete-a-tete can be received; in which it can simply be a neutral one-on-one conversation, or something that might have more romantic overtones. No doubt she is remarking on Clarence's sense of hushed urgency, and senses that it might be about Belinda given the way he requests his audience with her. This moment speaks to the aplumb by which both understand and display the importance of social graces during this cultural moment.",Oliver Goldsmith,"With reference to Act 2, in which Mrs. Hardcastle hints at this alternative meaning of the phrase on page 26 of this primary source.",1773,1773,Play,Theater; Contemporary Works; Literary Culture; Comedy,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma9999175040001021,Lady Delacour,70,"""'I am never at leisure,' interrupted lady Delacour, 'but if you have any thing particular to say to me, as I guess you have, by--my skill in human nature--come here to my concert, to night, before the rest of the world--wait patiently in the music room, and perhaps I may grant you a private audience.--As you had the grace not to call it a tete-a-tete.'""",,
77,iliad.jpeg,Iliad,image/jpeg,"Lady Delacour compares her capacity for recall with Iris as conveyed in Alexander Pope's translation of the Iliad, in which the goddess delivers a message to King Priam from Zeus with impressive exactness. A familiar iteration of her characteristic raillery, Lady Delacour here is commenting on how Clarence's description of Belinda suggests deeper feelings on his part and tries to draw out more detail on the precise nature of those feelings, both to accurately convey what he wants (in line with Iris) but also to create her own conclusions about his attraction. Of note also is that the message Iris delivers is not one of poor tidings and speaks of Zeus' desire to guide them through unharmed, and in this way one might also perceive the parallel of Lady Delacour's earnest wish to bring them together, and that her designs to communicate on each other’s behalf are benevolent as proven by the end of the novel.",Homer; Alexander Pope,"The section of the Iliad Lady Delacour refers to here is in Book 24, likely with reference to Iris message to King Priam starting on line 207-225, spanning pages 154-155 in the primary source document.",1715,1715-1720,Poetry,Contemporary Works; Literary Culture; Translation; Epic; Global Literature; Classics,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99123604190001021,Lady Delacour,71,"""'Stay,' interrupted lady Delacour, 'let me get it by heart--I should have made a terrible bad messenger of the gods and goddesses, for I never in my life could, like Iris, repeat a message in the same words in which it was delivered to me.--Let me see--""Dignity of mind, and simplicity of character,"" was not it?'""",,
78,chaplet.jpeg,The Chaplet,image/jpeg,"Here Clarence refers to a well-known song composed by Moses Mendez, in which one stanza proclaims: “You say at your Feet that I wept in Despair, / And vow’d that no Angel was ever so fair ; / How could you believe all the Nonsense I spoke? / What know we of Angels—I meant it in joke.” The implication within the song is that Damon's praises to Laura were made without great significance, that they were words of flattery and not commitment. Inherent in Clarence's reply to Lady Delacour is that perhaps he does perceive Belinda to be an angel in all of the benevolent and romantic implications of that word, but his fear is that any hastened remark of passion will be received as a sign of surface level or insincere flattery. Lady Delacour instantly perceives the depth of his feelings in this cautious approach, and this moment serves as one of the subtle but numerous instances in which Clarence's regard for Belinda is revealed between the lines. Belinda, furthermore, proves to be exactly of this mind: in that when Clarence attempts to engage her with familiar ease, her sense of prudence wins out and she does not take his overtures seriously.",Moses Mendez,"The part of the song referenced here is in Act 1 Scene 1, in the middle of page 4 of this primary source document.",1749,1749,Play,Theater; Contemporary Works; Literary Culture; Comedy,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99111461890001021,Lady Delacour; Clarence Hervey,71,"""'May I not say at once, ""My dearest Belinda, Clarence Hervey desires me to tell you, that he is convinced you are an angel?""--That single word angel is so expressive, so comprehensive, so comprehensible, it contains, believe me, all that can be said or imagined on these occasions, de part et d'autre.' 'But,' said Mr.Hervey, 'perhaps miss Porrtman has heard the song of--""What know we of angels, / I meant it in joke.""'""",,
